nama_fasilitas ,penanggung_jawab,bulan,jumlah
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,09,1212
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,09,298
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,09,1944
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,09,1120
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,09,4897
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,09,2311
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,09,2459
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,09,300
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,09,1875
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,09,255
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,09,585
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,09,7506
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,09,6500
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,3095
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,5587
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,4165
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,2558
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,15273
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,16620
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,2560
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,21766
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,09,2876
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,09,10150
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,09,1607
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,09,2761
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,09,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,09,1539
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,09,3625
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,09,2313
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,09,1226
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,09,2075
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,09,1922
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,09,4531
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,09,1660
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,09,1327
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,09,5807
Kolam Renang Sunter,Suku Dinas Jakarta Utara,09,3104
GOR Bulutangkis,Suku Dinas Jakarta Utara,09,8521
Gedung Serbaguna,Suku Dinas Jakarta Utara,09,295
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,09,1365
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,09,3898
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,09,5925
Stadion Rawa Badak,Suku Dinas Jakarta Utara,09,4101
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,09,852
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,09,1200
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,09,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,09,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,09,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,09,2000
GOR Kamal Muara,Suku Dinas Jakarta Utara,09,1140
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,09,530
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,09,60114
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,09,2565
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,09,3141
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,09,6524
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,09,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,09,4395
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,09,2334
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,09,4578
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,09,3634
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,09,3215
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,09,4517
GOR Perumnas Klender,Suku Dinas Jakarta Timur,09,3345
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,09,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,09,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,09,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,09,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,09,9220
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,09,310
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,09,75
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,09,1852
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,09,100
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,09,800
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,09,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,09,124
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,09,0
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,09,0
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,09,0
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,09,450
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,09,50
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,09,567
Stadion BMX,Suku Dinas Jakarta Timur,09,0
GOR Ciracas,Suku Dinas Jakarta Timur,09,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,09,2640
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,09,800
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,09,890
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,09,225
 PPOP ,Pusat Pelatihan Olahraga Pelajar,09,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,09,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,09,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,09,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,09,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,09,0
Sudin Jakarta Pusat,RPTRA ,09,53514
Sudin Jakarta Utara,RPTRA ,09,0
Sudin Jakarta Barat,RPTRA ,09,0
Sudin Jakarta Selatan,RPTRA ,09,80991
Sudin Jakarta Timur,RPTRA ,09,0
Sudin Jakarta Pusat,RUSUN ,09,0
Sudin Jakarta Utara,RUSUN ,09,0
Sudin Jakarta Barat,RUSUN ,09,0
Sudin Jakarta Selatan,RUSUN ,09,61097
Sudin Jakarta Timur,RUSUN ,09,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,09,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,09,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,09,0
Formi Jakarta Timur,DISPORA PROVINSI ,09,0
Formi Jakarta Selatan,DISPORA PROVINSI ,09,0
Formi Jakarta Utara,DISPORA PROVINSI ,09,0
Formi Jakarta Barat,DISPORA PROVINSI ,09,0
Formi Jakarta Pusat,DISPORA PROVINSI ,09,0
NPC - Rawamangun,DISPORA PROVINSI ,09,0
NPC - Ragunan,DISPORA PROVINSI ,09,0
NPC - Paraswim,DISPORA PROVINSI ,09,0
HBKB Jln Sudirman,DISPORA PROVINSI ,09,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,09,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,09,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,09,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,09,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,09,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,09,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,10,625
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,10,2735
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,10,903
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,10,2220
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,10,5083
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,10,2415
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,10,825
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,10,4571
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,10,10654
Stadion Sepak Bola Banteng,Jakarta Pusat,10,8500
Gedung Olahraga Tenis Meja,Jakarta Pusat,10,1700
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,10,1948
Gedung Olahraga Kemakmuran,Jakarta Pusat,10,1560
Stadion Sepak Bola V I J,Jakarta Pusat,10,1220
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,10,156
Gedung Auditorium Jakarta Barat,Jakarta Barat,10,5125
Gedung Olahraga Jakarta Barat,Jakarta Barat,10,6448
GR Kecamatan Kalideres,Jakarta Barat,10,2625
GR Kecamatan Kembangan,Jakarta Barat,10,125
GR Kecamatan Kebon Jeruk,Jakarta Barat,10,2145
GR Kecamatan Tambora,Jakarta Barat,10,2535
GR Kecamatan Grogol Petamburan,Jakarta Barat,10,10420
GR Kecamatan Palmerah,Jakarta Barat,10,1555
Gedung Olahraga,Jakarta Selatan,10,2198
Gedung Pertunjukan,Jakarta Selatan,10,2408
Kolam Renang,Jakarta Selatan,10,4232
Gedung Bridge,Jakarta Selatan,10,1358
Stadion Bola PSPI Tebet,Jakarta Selatan,10,2504
Lapangan Tenis,Jakarta Selatan,10,1107
GR Kecamatan Tebet,Jakarta Selatan,10,1405
GR Kecamatan Kebayoran Lama,Jakarta Selatan,10,649
GR Kecamatan Kebayoran Baru,Jakarta Selatan,10,1209
GR Kecamatan Pesanggrahan,Jakarta Selatan,10,1496
GR Kecamatan Mampang Prapatan,Jakarta Selatan,10,783
GR Kecamatan Jagakarsa,Jakarta Selatan,10,183
GR Kecamatan Pasar Minggu,Jakarta Selatan,10,2284
Wisma Atlet,Jakarta Selatan,10,46
Gedung Olahraga,Jakarta Utara,10,299625
GR Kecamatan Tanjung Priok,Jakarta Utara,10,5581
GR Kecamatan Cilincing,Jakarta Utara,10,178270
GR Kecamatan Kelapa Gading,Jakarta Utara,10,2718
Kolam Renang,Jakarta Utara,10,47580
Gedung Auditorium,Jakarta Utara,10,231431
GR Kecamatan Koja,Jakarta Utara,10,6668
Area Halaman GRJU,Jakarta Utara,10,20680
Gedung Auditorium,Jakarta Timur,10,8370
Gedung Olahraga,Jakarta Timur,10,2065
Kolam Renang,Jakarta Timur,10,2984
GR Kecamatan Jatinegara,Jakarta Timur,10,7489
GR Kecamatan Pulogadung,Jakarta Timur,10,19072
GR Kecamatan Pasar Rebo,Jakarta Timur,10,1918
GR Kecamatan Cipayung,Jakarta Timur,10,2203
GR Kecamatan Kramat Jati,Jakarta Timur,10,6449
GR Kecamatan Makasar,Jakarta Timur,10,4696
GR Kecamatan Duren Sawit,Jakarta Timur,10,1376
GR Kecamatan Cakung,Jakarta Timur,10,1079
GR Kecamatan Matraman,Jakarta Timur,10,0
GR Kecamatan Ciracas,Jakarta Timur,10,5500
Sekretariat,Jakarta Timur,10,1305
GOR PKP,Jakarta Timur,10,2130
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,10,1325
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,10,4250
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,10,1250
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,10,4440
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,10,861
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,10,807
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,10,639
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,10,1292
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,10,2435
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,10,1510
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,10,471
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,10,593
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,10,2403
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,10,2150
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,10,5125
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,10,1243
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,10,2670
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,10,50
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,10,1570
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,10,390
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,10,655
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,10,4820
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,10,7500
Lapangan Basket GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,8780
Lapangan Bulutangkis GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,3009
Lapangan Voli GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,3213
Fitness Center GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,2668
Kolam Renang GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,12921
Stadion GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,14371
Lapangan Sepakbola Dalam GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,3110
Lapangan Sepakbola Luar GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,24598
Plaza GOR Soemantri Brodjonegoro,Suku Dinas Jakarta Selatan,10,2998
Lapangan Sepakbola Blok S Kebayoran Baru,Suku Dinas Jakarta Selatan,10,5550
Lapangan Sepakbola Ahmad Yani Kebayoran Lama,Suku Dinas Jakarta Selatan,10,14533
Lapangan Sepakbola Kebagusan Pasar Minggu,Suku Dinas Jakarta Selatan,10,2570
Lapangan Sepakbola Deppen Pesanggrahan,Suku Dinas Jakarta Selatan,10,0
Lapangan Sepakbola Sukatani Jagakarsa,Suku Dinas Jakarta Selatan,10,2682
Lapangan Sepakbola Jagakarsa,Suku Dinas Jakarta Selatan,10,3700
Gedung Serbaguna Semper Barat,Suku Dinas Jakarta Utara,10,2314
Lapangan Terbuka Muara Angke,Suku Dinas Jakarta Utara,10,1332
Lapangan Terbuka Rorotan,Suku Dinas Jakarta Utara,10,2723
Lapangan Terbuka Kalibaru,Suku Dinas Jakarta Utara,10,1352
Area Jogging Track Gelora Sunter,Suku Dinas Jakarta Utara,10,4348
Area Fitness Outdoor Gelora Sunter,Suku Dinas Jakarta Utara,10,1899
Area Parkir Depan Kolam Renang Sunter (Kegiatan SKJ),Suku Dinas Jakarta Utara,10,1417
Area Fasilitas Olahraga Rawa Badak,Suku Dinas Jakarta Utara,10,6410
Kolam Renang Sunter,Suku Dinas Jakarta Utara,10,2266
GOR Bulutangkis,Suku Dinas Jakarta Utara,10,4652
Gedung Serbaguna,Suku Dinas Jakarta Utara,10,259
Stadion Sepakbola Sunter,Suku Dinas Jakarta Utara,10,1681
Stadion Sepakbola Tugu,Suku Dinas Jakarta Utara,10,5044
Kolam Renang Rawa Badak,Suku Dinas Jakarta Utara,10,5791
Stadion Rawa Badak,Suku Dinas Jakarta Utara,10,1258
Lapangan Tenis Rawa Badak,Suku Dinas Jakarta Utara,10,772
Gedung Judo Kelapa Gading,Suku Dinas Jakarta Utara,10,1120
Fasilitas Olahraga Dayung Bahtera Jaya,Suku Dinas Jakarta Utara,10,1302
Fasilitas Olahraga Selancar Angin Bahtera Jaya,Suku Dinas Jakarta Utara,10,240
Fasilitas Olahraga Layar Bahtera Jaya,Suku Dinas Jakarta Utara,10,96
Stadion Kamal Muara,Suku Dinas Jakarta Utara,10,1750
GOR Kamal Muara,Suku Dinas Jakarta Utara,10,1090
GOR Bahtera Jaya,Suku Dinas Jakarta Utara,10,4084
Fasilitas Umum Milik Masyarakat,Suku Dinas Jakarta Utara,10,61001
Lapangan Sepakbola Setu,Suku Dinas Jakarta Timur,10,3442
Lapangan Sepakbola Klender,Suku Dinas Jakarta Timur,10,2334
Lapangan Sepakbola Cakung,Suku Dinas Jakarta Timur,10,6913
Lapangan Sepakbola Kramat Jati,Suku Dinas Jakarta Timur,10,0
Lapangan Sepakbola Gedong,Suku Dinas Jakarta Timur,10,3321
Lapangan Sepakbola Cijantung,Suku Dinas Jakarta Timur,10,2314
Lapangan Sepakbola Kelapa Dua Wetan,Suku Dinas Jakarta Timur,10,3985
Lapangan Sepakbola Cibubur,Suku Dinas Jakarta Timur,10,2455
Lapangan Sepakbola Lubang Buaya,Suku Dinas Jakarta Timur,10,3312
Lapangan Sepakbola Ceger,Suku Dinas Jakarta Timur,10,3964
GOR Perumnas Klender,Suku Dinas Jakarta Timur,10,3544
Tenis Indoor GOR Rawamangun,Suku Dinas Jakarta Timur,10,0
Tenis Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,10,0
Basket Outdoor GOR Rawamangun,Suku Dinas Jakarta Timur,10,0
Kolam Renang GOR Rawamangun,Suku Dinas Jakarta Timur,10,0
Stadion Atletik GOR Rawamangun,Suku Dinas Jakarta Timur,10,11235
Gedung Bulu Tangkis GOR Rawamangun,Suku Dinas Jakarta Timur,10,241
Gedung Squash GOR Rawamangun,Suku Dinas Jakarta Timur,10,75
Gedung Futsal GOR Rawamangun,Suku Dinas Jakarta Timur,10,1968
Lapangan Baseball GOR Rawamangun,Suku Dinas Jakarta Timur,10,100
Gedung KNPI GOR Rawamangun,Suku Dinas Jakarta Timur,10,942
Stadion Bola Pulo Mas,Suku Dinas Jakarta Timur,10,0
Lapangan Panahan Pulo Mas,Suku Dinas Jakarta Timur,10,124
Gedung Voli Pondok Bambu,Suku Dinas Jakarta Timur,10,0
Stadion Bola Pondok Bambu,Suku Dinas Jakarta Timur,10,0
Tenis Outdoor Pondok Bambu,Suku Dinas Jakarta Timur,10,0
Gedung Senam Radin Inten,Suku Dinas Jakarta Timur,10,470
Wisma Atlet Radin Inten,Suku Dinas Jakarta Timur,10,80
Gedung Serba Guna Radin Inten,Suku Dinas Jakarta Timur,10,645
Stadion BMX,Suku Dinas Jakarta Timur,10,0
GOR Ciracas,Suku Dinas Jakarta Timur,10,0
Stadion Sepakbola GOR Ciracas,Suku Dinas Jakarta Timur,10,7375
Kolam Renang GOR Ciracas,Suku Dinas Jakarta Timur,10,2167
Lapangan Terbuka GOR Ciracas,Suku Dinas Jakarta Timur,10,2300
Stadion Sepakbola Gongseng,Suku Dinas Jakarta Timur,10,280
 PPOP ,Pusat Pelatihan Olahraga Pelajar,10,0
Sudin Jakarta Pusat,Hari Bebas Kendaraan Bermotor,10,0
Sudin Jakarta Utara,Hari Bebas Kendaraan Bermotor,10,0
Sudin Jakarta Barat,Hari Bebas Kendaraan Bermotor,10,0
Sudin Jakarta Selatan,Hari Bebas Kendaraan Bermotor,10,0
Sudin Jakarta Timur,Hari Bebas Kendaraan Bermotor,10,0
Sudin Jakarta Pusat,RPTRA ,10,56262
Sudin Jakarta Utara,RPTRA ,10,0
Sudin Jakarta Barat,RPTRA ,10,0
Sudin Jakarta Selatan,RPTRA ,10,55795
Sudin Jakarta Timur,RPTRA ,10,0
Sudin Jakarta Pusat,RUSUN ,10,0
Sudin Jakarta Utara,RUSUN ,10,0
Sudin Jakarta Barat,RUSUN ,10,0
Sudin Jakarta Selatan,RUSUN ,10,55795
Sudin Jakarta Timur,RUSUN ,10,0
Senam Kesegaran Jasmani - Gedung Dispora,DISPORA PROVINSI ,10,0
Senam Kesegaran Jasmani - Gedung Dinas Kehutanan,DISPORA PROVINSI ,10,0
Senam Kesegaran Jasmani - Gedung Dinas Perumahan,DISPORA PROVINSI ,10,0
Formi Jakarta Timur,DISPORA PROVINSI ,10,0
Formi Jakarta Selatan,DISPORA PROVINSI ,10,0
Formi Jakarta Utara,DISPORA PROVINSI ,10,0
Formi Jakarta Barat,DISPORA PROVINSI ,10,0
Formi Jakarta Pusat,DISPORA PROVINSI ,10,0
NPC - Rawamangun,DISPORA PROVINSI ,10,0
NPC - Ragunan,DISPORA PROVINSI ,10,0
NPC - Paraswim,DISPORA PROVINSI ,10,0
HBKB Jln Sudirman,DISPORA PROVINSI ,10,0
Jumlah Masyarakat berolahraga,DISPORA PROVINSI ,10,0
Suku Dinas Jakarta Pusat,Suku Dinas Jakarta Pusat,10,0
Suku Dinas Jakarta Utara,Suku Dinas Jakarta Utara,10,0
Suku Dinas Jakarta Barat,Suku Dinas Jakarta Barat,10,0
Suku Dinas Jakarta Selatan,Suku Dinas Jakarta Selatan,10,0
Suku Dinas Jakarta Timur,Suku Dinas Jakarta Timur,10,0
Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,11,625
Gedung Olahraga Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,11,2305
Kolam Renang Gelanggang Remaja Jakarta Pusat,Jakarta Pusat,11,733
Gedung Auditorium Kebon Jahe Tanah Abang,Jakarta Pusat,11,2700
Gelanggang Remaja Kecamatan Tanah Abang,Jakarta Pusat,11,3356
Gelanggang Remaja Kecamatan Kemayoran,Jakarta Pusat,11,1885
Gelanggang Remaja Kecamatan Sawah Besar,Jakarta Pusat,11,760
Gelanggang Remaja Kecamatan Johar Baru,Jakarta Pusat,11,4571
Gelanggang Remaja Kecamatan Cempaka Putih,Jakarta Pusat,11,9392
Stadion Sepak Bola Banteng,Jakarta Pusat,11,11525
Gedung Olahraga Tenis Meja,Jakarta Pusat,11,1780
Kolam Renang Kebon Jahe Tanah Abang,Jakarta Pusat,11,1950
Gedung Olahraga Kemakmuran,Jakarta Pusat,11,1565
Stadion Sepak Bola V I J,Jakarta Pusat,11,1255
Kolam Renang Gelanggang Remaja Jakarta Barat,Jakarta Barat,11,175
Gedung Auditorium Jakarta Barat,Jakarta Barat,11,5210
Gedung Olahraga Jakarta Barat,Jakarta Barat,11,6674
GR Kecamatan Kalideres,Jakarta Barat,11,2735
GR Kecamatan Kembangan,Jakarta Barat,11,142
GR Kecamatan Kebon Jeruk,Jakarta Barat,11,2355
GR Kecamatan Tambora,Jakarta Barat,11,2325
GR Kecamatan Grogol Petamburan,Jakarta Barat,11,11125
GR Kecamatan Palmerah,Jakarta Barat,11,1675
Gedung Olahraga,Jakarta Selatan,11,4032
Gedung Pertunjukan,Jakarta Selatan,11,3500
Kolam Renang,Jakarta Selatan,11,7651
Gedung Bridge,Jakarta Selatan,11,210
Stadion Bola PSPI Tebet,Jakarta Selatan,11,1175
Lapangan Tenis,Jakarta Selatan,11,4300
GR Kecamatan Tebet,Jakarta Selatan,11,2300
GR Kecamatan Kebayoran Lama,Jakarta Selatan,11,1909
GR Kecamatan Kebayoran Baru,Jakarta Selatan,11,2025
GR Kecamatan Pesanggrahan,Jakarta Selatan,11,2080
GR Kecamatan Mampang Prapatan,Jakarta Selatan,11,1176
GR Kecamatan Jagakarsa,Jakarta Selatan,11,1239
GR Kecamatan Pasar Minggu,Jakarta Selatan,11,6351
Wisma Atlet,Jakarta Selatan,11,55
Gedung Olahraga,Jakarta Utara,11,8629
GR Kecamatan Tanjung Priok,Jakarta Utara,11,7399
GR Kecamatan Cilincing,Jakarta Utara,11,8580
GR Kecamatan Kelapa Gading,Jakarta Utara,11,39034
Kolam Renang,Jakarta Utara,11,3503
Gedung Auditorium,Jakarta Utara,11,175148
GR Kecamatan Koja,Jakarta Utara,11,21729
Area Halaman GRJU,Jakarta Utara,11,297153
Gedung Auditorium,Jakarta Timur,11,6900
Gedung Olahraga,Jakarta Timur,11,4216
Kolam Renang,Jakarta Timur,11,1982
GR Kecamatan Jatinegara,Jakarta Timur,11,9416
GR Kecamatan Pulogadung,Jakarta Timur,11,10504
GR Kecamatan Pasar Rebo,Jakarta Timur,11,1004
GR Kecamatan Cipayung,Jakarta Timur,11,2434
GR Kecamatan Kramat Jati,Jakarta Timur,11,6008
GR Kecamatan Makasar,Jakarta Timur,11,2833
GR Kecamatan Duren Sawit,Jakarta Timur,11,1286
GR Kecamatan Cakung,Jakarta Timur,11,1621
GR Kecamatan Matraman,Jakarta Timur,11,0
GR Kecamatan Ciracas,Jakarta Timur,11,7880
Sekretariat,Jakarta Timur,11,1251
GOR PKP,Jakarta Timur,11,840
Lapangan Terbuka Karet Tengsin,Suku Dinas Jakarta Pusat,11,0
Lapangan Terbuka Pors Serdang,Suku Dinas Jakarta Pusat,11,0
Lapangan Terbuka Pejompongan,Suku Dinas Jakarta Pusat,11,0
Lapangan Bulutangkis Komp,Suku Dinas Jakarta Barat,11,7610
Lapangan Bola Voli Pedongkelan,Suku Dinas Jakarta Barat,11,482
Lapangan Bulutangkis Rawa Melati,Suku Dinas Jakarta Barat,11,834
Lapangan Bola Voli Kamp,Suku Dinas Jakarta Barat,11,1028
Lapangan Basket Cengkareng Timur,Suku Dinas Jakarta Barat,11,1307
Lapangan Sepakbola Pegadungan,Suku Dinas Jakarta Barat,11,2325
Lapangan Sepakbola Semanan,Suku Dinas Jakarta Barat,11,1678
Lapangan Sepakbola Srengseng,Suku Dinas Jakarta Barat,11,689
Lapangan Sepakbola Kedoya,Suku Dinas Jakarta Barat,11,521
Lapangan Sepakbola Kebon Jeruk,Suku Dinas Jakarta Barat,11,1387
Lapangan Sepakbola Persima,Suku Dinas Jakarta Barat,11,3494
Lapangan Sepakbola Wijaya Kusuma,Suku Dinas Jakarta Barat,11,5052
Lapangan Terbuka Jatipulo Palmerah,Suku Dinas Jakarta Barat,11,1312
Gedung Bulutangkis GOR Cendrawasih,Suku Dinas Jakarta Barat,11,749
Gedung Asrama Atlet GOR Cendrawasih,Suku Dinas Jakarta Barat,11,0
Gedung Serbaguna GOR Cendrawasih,Suku Dinas Jakarta Barat,11,760
Lapangan Tenis GOR Cendrawasih,Suku Dinas Jakarta Barat,11,90
Lapangan Tenis/Futsal GOR Cendrawasih,Suku Dinas Jakarta Barat,11,255
Stadion Terbuka Taman Sari,Suku Dinas Jakarta Barat,11,336
Stadion Sepakbola GOR Cendrawasih,Suku Dinas Jakarta Barat,11,2350
